complaint_id,road_segment_id,complaint_date,complaint_time,latitude,longitude,location_description,complaint_text,language,damage_type,severity,traffic_impact,safety_risk,vehicle_accident_reported,pedestrian_risk,two_wheeler_risk,emergency_route,status,assigned_department,resolution_date,resolution_type,photo_path,submission_channel
CMP_009031,RD_00965,20-03-2026,01:02,13.013481,80.208014,Near Ambattur,Road condition is worsening at this location,Tamil-English,Damaged_Footpath,Low,High,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009032,RD_00190,08-04-2026,00:16,12.926979,80.253212,Near T Nagar,Road defect requires inspection and repair,Tamil,Edge_Cracking,Low,Low,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009033,RD_00151,24-03-2026,19:13,12.95798,80.161696,Near Porur,Road condition is worsening at this location,English,Uneven_Surface,Medium,Low,Medium,No,No,No,No,Resolved,GCC Roads,05-04-2026,Resurfacing,,legacy_record
CMP_009034,RD_00333,07-08-2026,14:47,12.998535,80.284852,Near Pallikaranai,Damaged section is affecting normal traffic,Tamil-English,Damaged_Footpath,Medium,Low,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009035,RD_00371,01-07-2026,11:09,13.137186,80.291682,Near Medavakkam,Recently restored road surface has deteriorated again,English,Poor_Restoration,High,Medium,Critical,No,No,No,No,Resolved,GCC Roads,04-07-2026,Resurfacing,,legacy_record
CMP_009036,RD_00875,28-02-2026,10:38,13.092912,80.274366,Near Besant Nagar,Road defect requires inspection and repair,Tamil,Depression,Low,High,Low,No,No,No,No,Resolved,GCC Roads,19-03-2026,Resurfacing,,legacy_record
CMP_009037,RD_00483,13-02-2026,22:19,13.079367,80.165994,Near Mylapore,Unsafe road condition reported by residents,Tamil,Depression,Critical,,Low,No,Yes,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009038,RD_00249,12-03-2026,07:28,13.093814,80.296082,Near T Nagar,Road surface is damaged and needs attention,Tamil,Faded_Road_Marking,Medium,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009039,RD_00719,17-06-2026,13:55,13.103743,80.294057,Near Taramani,Road defect requires inspection and repair,Tamil,Road_Work_Incomplete,Medium,High,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009040,RD_00563,23-06-2026,22:26,12.976658,80.177422,Near Pallikaranai,Deep pothole damaging two-wheelers,Tamil-English,Pothole,Medium,High,Low,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_009041,RD_00944,22-02-2026,16:44,13.132199,80.210545,Near Adambakkam,Damaged section is affecting normal traffic,Tamil-English,Road_Surface_Deterioration,Medium,Low,,No,Yes,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009042,RD_00112,29-08-2026,04:05,12.998282,80.190938,Near Mylapore,Unsafe road condition reported by residents,Tamil,Faded_Road_Marking,Medium,Severe,High,No,No,No,No,Resolved,GCC Roads,18-09-2026,Resurfacing,,legacy_record
CMP_009043,RD_00210,15-04-2026,13:46,12.9137,80.266559,Near Besant Nagar,Road surface is damaged and needs attention,Tamil,Damaged_Curb,Medium,High,High,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_009044,RD_00948,23-05-2026,18:51,13.091413,80.268859,Near Anna Nagar,Damaged section is affecting normal traffic,Tamil,Damaged_Curb,Low,High,Low,Yes,No,No,No,Resolved,GCC Roads,19-06-2026,Resurfacing,,legacy_record
CMP_009045,RD_00467,12-08-2026,01:51,13.10118,80.163314,Near Pallikaranai,Road defect requires inspection and repair,Tamil-English,Other,Medium,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009046,RD_00555,19-08-2026,01:26,13.000958,80.14975,Near Porur,Road defect requires inspection and repair,English,Alligator_Cracking,Medium,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009047,RD_00005,22-01-2026,12:51,13.05267,80.27441,Near Anna Nagar,Unsafe road condition reported by residents,Tamil-English,Subsidence,Medium,Medium,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009048,RD_00238,29-08-2026,20:25,13.117578,80.187627,Near Porur,Road defect requires inspection and repair,Tamil-English,Edge_Cracking,Low,Low,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009049,RD_00604,23-06-2026,13:19,12.920131,80.183512,Near Medavakkam,Road surface is damaged and needs attention,Tamil,Road_Collapse,Low,Medium,Medium,No,No,No,No,Resolved,GCC Roads,07-07-2026,Resurfacing,,legacy_record
CMP_009050,RD_00820,18-04-2026,14:49,13.10132,80.189706,Near Medavakkam,Unsafe road condition reported by residents,Tamil-English,Broken_Streetlight,Low,High,Medium,No,No,No,No,Resolved,GCC Roads,22-04-2026,Resurfacing,,legacy_record
CMP_009051,RD_00241,20-01-2026,18:50,13.148402,80.272402,Near Velachery,Road defect requires inspection and repair,Tamil-English,Subsidence,Medium,,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009052,RD_00354,24-04-2026,16:13,12.944639,80.255651,Near Adambakkam,Road defect requires inspection and repair,English,Depression,High,High,Medium,No,No,No,No,Resolved,GCC Roads,26-04-2026,Resurfacing,,legacy_record
CMP_009053,RD_00840,18-03-2026,01:27,12.903822,80.233149,Near Pallikaranai,Road surface is damaged and needs attention,Tamil,Alligator_Cracking,Low,,Low,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009054,RD_00611,02-01-2026,02:19,13.030818,80.155666,Near Besant Nagar,Road defect requires inspection and repair,Tamil-English,Rutting,Low,Medium,,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009055,RD_00594,03-04-2026,12:22,12.934481,80.295528,Near Saidapet,Unsafe road condition reported by residents,English,Missing_Manhole_Cover,Low,High,Low,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009056,RD_00310,15-02-2026,10:55,13.136099,80.286151,Near Shenoy Nagar,Utility trench restoration is damaged and unsafe,English,Unrestored_Road_Cut,Medium,High,Low,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009057,RD_00037,11-08-2026,19:42,12.953261,80.20676,Near Saidapet,Road cut has not been properly restored after utility work,Tamil,Unrestored_Road_Cut,Low,Medium,Low,No,No,Yes,No,In Progress,GCC Roads,,,,legacy_record
CMP_009058,RD_00446,24-02-2026,13:16,13.139719,80.282576,Near Taramani,Unsafe road condition reported by residents,Tamil,Damaged_Median,Medium,High,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009059,RD_00968,30-08-2026,11:57,13.027915,80.204017,Near Adambakkam,Several potholes visible on the carriageway,English,Pothole,Medium,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009060,RD_00287,20-02-2026,21:09,12.961879,80.246255,Near Medavakkam,Utility excavation is obstructing the road,Tamil,Utility_Excavation,Medium,Severe,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009061,RD_00175,16-04-2026,23:26,13.01568,80.158356,Near Mogappair,Road defect requires inspection and repair,Tamil,Rutting,High,Medium,Low,No,No,No,No,Resolved,GCC Roads,05-05-2026,Resurfacing,,legacy_record
CMP_009062,RD_00791,24-07-2026,09:49,12.923857,80.213266,Near Medavakkam,Road defect requires inspection and repair,English,Obstruction,High,Medium,Critical,No,No,Yes,No,In Progress,GCC Roads,,,,legacy_record
CMP_009063,RD_00221,31-03-2026,07:49,13.110544,80.188861,Near Saidapet,Road defect requires inspection and repair,Tamil-English,Alligator_Cracking,Medium,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009064,RD_00122,29-07-2026,14:46,12.940076,80.268929,Near T Nagar,Road surface is damaged and needs attention,English,Other,Medium,,Critical,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_009065,RD_00107,25-04-2026,06:31,13.014858,80.194973,Near Porur,Water remains on the road after rainfall,Tamil,Waterlogging,Low,Medium,,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009066,RD_00869,10-04-2026,14:17,12.978913,80.212157,Near Pallikaranai,Unsafe road condition reported by residents,Tamil-English,Missing_Road_Marking,High,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009067,RD_00009,07-07-2026,04:38,12.993396,80.249542,Near Perungudi,Water remains on the road after rainfall,Tamil,Waterlogging,Medium,,High,No,No,No,No,Resolved,GCC Roads,17-07-2026,Resurfacing,,legacy_record
CMP_009068,RD_00689,04-01-2026,14:20,13.11402,80.220725,Near Medavakkam,Road defect requires inspection and repair,English,Other,Critical,Low,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009069,RD_00152,09-08-2026,17:48,13.111845,80.28829,Near Medavakkam,Road surface is damaged and needs attention,Tamil-English,Obstruction,High,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009070,RD_00312,05-06-2026,09:08,13.1426,80.240789,Near Besant Nagar,Road surface is damaged and needs attention,Tamil,Depression,Medium,Severe,,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009071,RD_00543,03-04-2026,16:16,13.027368,80.21751,Near Ambattur,Unsafe road condition reported by residents,Tamil,Rutting,Low,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009072,RD_00855,18-06-2026,23:38,13.055604,80.256236,Near Ambattur,Road condition is worsening at this location,Tamil-English,Damaged_Curb,Medium,Low,High,No,No,No,Yes,In Progress,GCC Roads,,,,legacy_record
CMP_009073,RD_00815,10-05-2026,01:54,12.907255,80.253589,Near Saidapet,Road surface is damaged and needs attention,Tamil-English,Faded_Road_Marking,Critical,,Low,No,No,Yes,No,Resolved,GCC Roads,28-05-2026,Resurfacing,,legacy_record
CMP_009074,RD_00281,27-06-2026,04:42,13.102691,80.292461,Near Mylapore,Unsafe road condition reported by residents,Tamil-English,Damaged_Signage,Medium,Low,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009075,RD_00154,04-02-2026,21:16,13.131106,80.158269,Near Anna Nagar,Unsafe road condition reported by residents,Tamil-English,Broken_Streetlight,Medium,High,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009076,RD_00495,06-03-2026,04:53,13.03194,80.261013,Near Perungudi,Road condition is worsening at this location,English,Depression,Low,High,Low,Yes,Yes,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009077,RD_00128,31-05-2026,06:20,13.126387,80.259391,Near Perungudi,Unsafe road condition reported by residents,Tamil-English,Missing_Road_Marking,Low,,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009078,RD_00838,05-04-2026,20:25,13.000186,80.199754,Near Besant Nagar,Road surface is damaged and needs attention,Tamil-English,Road_Surface_Deterioration,Medium,Low,High,Yes,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009079,RD_00698,30-01-2026,00:49,13.020694,80.169215,Near Shenoy Nagar,Road surface is damaged and needs attention,Tamil-English,Road_Surface_Deterioration,Low,High,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009080,RD_00284,06-05-2026,19:23,12.912623,80.276372,Near Saidapet,Damaged section is affecting normal traffic,English,Uneven_Surface,High,Medium,High,No,No,No,No,Resolved,GCC Roads,25-05-2026,Resurfacing,,legacy_record
CMP_009081,RD_00758,15-03-2026,00:20,13.023786,80.201446,Near Adambakkam,Road condition is worsening at this location,English,Missing_Manhole_Cover,Medium,Low,High,No,No,No,No,Resolved,GCC Roads,07-04-2026,Resurfacing,,legacy_record
CMP_009082,RD_00822,05-07-2026,20:18,12.966827,80.278145,Near Nungambakkam,Road surface is damaged and needs attention,Tamil-English,Construction_Debris,Low,High,Medium,No,No,No,No,Resolved,GCC Roads,12-07-2026,Resurfacing,,legacy_record
CMP_009083,RD_00717,10-05-2026,07:03,12.992677,80.253534,Near Mylapore,Road surface has developed multiple cracks,Tamil,Crack,Medium,Low,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009084,RD_00655,01-06-2026,07:14,12.934236,80.216538,Near Perungudi,Road condition is worsening at this location,English,Damaged_Signage,High,High,High,No,Yes,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009085,RD_00958,14-04-2026,11:32,13.101602,80.268665,Near Anna Nagar,Road surface has developed multiple cracks,Tamil,Crack,Critical,,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009086,RD_00343,10-02-2026,04:28,12.947114,80.161434,Near Saidapet,Road condition is worsening at this location,Tamil-English,Faded_Road_Marking,Low,High,,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009087,RD_00067,11-05-2026,14:20,12.960765,80.17416,Near Taramani,Several potholes visible on the carriageway,Tamil,Pothole,Critical,High,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009088,RD_00805,30-03-2026,01:21,13.145485,80.196623,Near Maduravoyal,Road defect requires inspection and repair,Tamil,Damaged_Signage,High,Low,Medium,No,No,No,No,Resolved,GCC Roads,27-04-2026,Resurfacing,,legacy_record
CMP_009089,RD_00063,06-02-2026,18:09,13.086914,80.156449,Near Nungambakkam,Damaged section is affecting normal traffic,Tamil-English,Road_Surface_Deterioration,High,High,Medium,No,No,No,Yes,Open,GCC Roads,,,,legacy_record
CMP_009090,RD_00483,03-03-2026,02:38,13.080648,80.166924,Near Mylapore,Unsafe road condition reported by residents,Tamil-English,Rutting,Medium,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009091,RD_00160,15-04-2026,03:32,13.018858,80.230625,Near Saidapet,Road condition is worsening at this location,Tamil,Obstruction,High,High,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009092,RD_00981,24-01-2026,11:06,13.000068,80.153028,Near Besant Nagar,Damaged section is affecting normal traffic,English,Road_Work_Incomplete,Medium,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009093,RD_00926,11-06-2026,00:18,13.109516,80.301779,Near Mylapore,Unsafe road condition reported by residents,Tamil-English,Missing_Manhole_Cover,Medium,Medium,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009094,RD_00152,21-02-2026,07:32,13.110949,80.286732,Near Medavakkam,Unsafe road condition reported by residents,Tamil-English,Faded_Road_Marking,Low,Medium,Medium,Yes,No,No,No,Resolved,GCC Roads,18-03-2026,Resurfacing,,legacy_record
CMP_009095,RD_00908,11-07-2026,09:21,13.045909,80.217642,Near T Nagar,Road condition is worsening at this location,English,Road_Surface_Deterioration,Medium,,Low,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_009096,RD_00659,23-05-2026,06:33,13.039814,80.232944,Near Saidapet,Road defect requires inspection and repair,English,Road_Surface_Deterioration,High,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009097,RD_00416,17-06-2026,14:17,12.982549,80.249619,Near Besant Nagar,Recently restored road surface has deteriorated again,English,Poor_Restoration,Medium,High,Low,No,No,No,No,Resolved,GCC Roads,01-07-2026,Resurfacing,,legacy_record
CMP_009098,RD_00635,18-04-2026,12:11,13.15054,80.149949,Near Taramani,Road condition is worsening at this location,Tamil-English,Road_Collapse,Low,Medium,,No,Yes,No,No,Resolved,GCC Roads,13-05-2026,Resurfacing,,legacy_record
CMP_009099,RD_00631,24-02-2026,08:34,12.915284,80.177908,Near Velachery,Road condition is worsening at this location,Tamil,Obstruction,Medium,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009100,RD_00215,28-02-2026,08:19,13.145309,80.17037,Near Maduravoyal,Unsafe road condition reported by residents,Tamil,Road_Work_Incomplete,Medium,Severe,Medium,No,No,No,No,Resolved,GCC Roads,22-03-2026,Resurfacing,,legacy_record
CMP_009101,RD_00207,15-08-2026,03:34,12.90499,80.258391,Near Saidapet,Road surface has developed multiple cracks,Tamil-English,Crack,High,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009102,RD_00870,29-06-2026,04:17,13.062207,80.257055,Near Porur,Excavated section remains uneven after utility work,Tamil,Unrestored_Road_Cut,Medium,Low,Low,No,No,No,No,Resolved,GCC Roads,11-07-2026,Resurfacing,,legacy_record
CMP_009103,RD_00277,18-05-2026,19:00,13.041292,80.249611,Near Saidapet,Water remains on the road after rainfall,Tamil-English,Waterlogging,Medium,High,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009104,RD_00793,15-08-2026,19:26,13.085824,80.195395,Near Thoraipakkam,Road has been dug up for utility work,Tamil,Utility_Excavation,Medium,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009105,RD_00140,07-02-2026,05:04,12.959272,80.185483,Near Adambakkam,Damaged section is affecting normal traffic,Tamil,Broken_Streetlight,Low,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009106,RD_00541,14-01-2026,15:03,13.094017,80.1695,Near Adyar,Unsafe road condition reported by residents,English,Uneven_Surface,Medium,Severe,Low,No,No,No,No,Resolved,GCC Roads,21-01-2026,Resurfacing,,legacy_record
CMP_009107,RD_00762,24-02-2026,03:22,12.983981,80.256295,Near Maduravoyal,Road surface is damaged and needs attention,Tamil-English,Missing_Road_Marking,High,Low,Low,No,No,No,No,Resolved,GCC Roads,21-03-2026,Resurfacing,,legacy_record
CMP_009108,RD_00885,27-02-2026,04:36,13.025064,80.167139,Near Mogappair,Unsafe road condition reported by residents,Tamil,Damaged_Manhole,Medium,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009109,RD_00934,20-05-2026,20:40,13.072355,80.252159,Near Adambakkam,Road defect requires inspection and repair,Tamil,Road_Collapse,Low,Severe,Low,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009110,RD_00270,30-08-2026,09:20,12.910923,80.203662,Near Saidapet,Road condition is worsening at this location,Tamil,Subsidence,Medium,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009111,RD_00104,31-01-2026,09:10,13.043625,80.270882,Near Medavakkam,Unsafe road condition reported by residents,Tamil-English,Obstruction,High,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009112,RD_00301,02-03-2026,10:46,13.094307,80.256271,Near Guindy,Road defect requires inspection and repair,English,Damaged_Signage,Medium,High,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009113,RD_00873,02-06-2026,13:17,13.118432,80.237908,Near Shenoy Nagar,Damaged section is affecting normal traffic,Tamil,Rutting,Medium,Low,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009114,RD_00715,04-03-2026,08:18,13.134947,80.275534,Near Shenoy Nagar,Damaged section is affecting normal traffic,Tamil,Uneven_Surface,High,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009115,RD_00022,31-08-2026,19:56,12.904876,80.226634,Near Adambakkam,Road defect requires inspection and repair,Tamil,Road_Surface_Deterioration,Medium,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009116,RD_00858,23-08-2026,11:14,13.079558,80.267417,Near Mogappair,Road condition is worsening at this location,English,Obstruction,Medium,Medium,,No,No,No,No,Resolved,GCC Roads,20-09-2026,Resurfacing,,legacy_record
CMP_009117,RD_00051,11-07-2026,08:48,13.051314,80.19164,Near Perungudi,Road surface is damaged and needs attention,Tamil-English,Faded_Road_Marking,Low,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009118,RD_00177,07-01-2026,09:02,13.004838,80.169257,Near Adambakkam,Utility excavation is obstructing the road,Tamil,Utility_Excavation,Medium,Medium,Critical,No,No,Yes,No,In Progress,GCC Roads,,,,legacy_record
CMP_009119,RD_00360,10-01-2026,03:56,12.965715,80.165377,Near Shenoy Nagar,Drainage problem causing water accumulation,English,Drainage_Failure,Medium,Severe,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009120,RD_00733,12-07-2026,19:22,12.978161,80.239272,Near Anna Nagar,Several potholes visible on the carriageway,Tamil-English,Pothole,High,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009121,RD_00621,03-03-2026,10:56,13.101821,80.201239,Near Pallikaranai,Road surface has developed multiple cracks,Tamil,Crack,High,Severe,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009122,RD_00376,26-04-2026,18:19,12.992007,80.198711,Near Medavakkam,Damaged section is affecting normal traffic,Tamil-English,Faded_Road_Marking,High,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009123,RD_00898,13-01-2026,11:57,12.969805,80.265397,Near Guindy,Road defect requires inspection and repair,Tamil,Alligator_Cracking,Medium,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009124,RD_00965,15-06-2026,16:56,13.012931,80.207593,Near Ambattur,Road condition is worsening at this location,Tamil-English,Edge_Cracking,Medium,Medium,,Yes,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009125,RD_00467,24-08-2026,21:22,13.100309,80.162612,Near Pallikaranai,Unsafe road condition reported by residents,English,Edge_Cracking,High,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009126,RD_00003,22-02-2026,18:58,12.911437,80.296786,Near Porur,Damaged section is affecting normal traffic,Tamil,Missing_Manhole_Cover,Medium,High,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009127,RD_00084,19-08-2026,14:25,12.908314,80.197007,Near Shenoy Nagar,Road surface is damaged and needs attention,English,Road_Work_Incomplete,High,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009128,RD_00336,25-01-2026,05:36,12.905489,80.192669,Near Nungambakkam,Road surface is damaged and needs attention,Tamil,Edge_Cracking,Medium,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009129,RD_00322,22-04-2026,16:33,13.010757,80.24693,Near Taramani,Damaged section is affecting normal traffic,English,Missing_Road_Marking,High,High,High,No,No,No,No,Resolved,GCC Roads,10-05-2026,Resurfacing,,legacy_record
CMP_009130,RD_00215,16-08-2026,16:54,13.145519,80.170159,Near Maduravoyal,Road condition is worsening at this location,English,Alligator_Cracking,Medium,Medium,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009131,RD_00103,10-02-2026,19:13,13.030605,80.246926,Near Velachery,Road surface is damaged and needs attention,English,Road_Collapse,Medium,Low,High,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_009132,RD_00981,24-05-2026,08:29,13.000659,80.153775,Near Besant Nagar,Long cracks visible across the road surface,Tamil,Crack,High,High,Critical,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009133,RD_00019,18-02-2026,21:08,13.105196,80.23496,Near Pallikaranai,Road defect requires inspection and repair,Tamil,Road_Work_Incomplete,Medium,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009134,RD_00543,27-04-2026,09:05,13.026928,80.217771,Near Ambattur,Road defect requires inspection and repair,English,Missing_Manhole_Cover,Medium,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009135,RD_00820,07-03-2026,10:31,13.101259,80.191312,Near Medavakkam,Road defect requires inspection and repair,Tamil,Missing_Road_Marking,Medium,Medium,Medium,Yes,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009136,RD_00089,10-08-2026,19:14,13.121807,80.232945,Near Guindy,Road condition is worsening at this location,Tamil-English,Faded_Road_Marking,High,,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009137,RD_00582,19-04-2026,14:44,12.904286,80.287472,Near T Nagar,Road surface is damaged and needs attention,English,Subsidence,Medium,Severe,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009138,RD_00751,20-03-2026,06:30,12.913015,80.190888,Near Besant Nagar,Road condition is worsening at this location,Tamil,Missing_Manhole_Cover,Medium,,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009139,RD_00468,27-02-2026,19:44,12.945637,80.295468,Near Saidapet,Road condition is worsening at this location,English,Road_Surface_Deterioration,Medium,Low,High,No,No,No,No,Resolved,GCC Roads,26-03-2026,Resurfacing,,legacy_record
CMP_009140,RD_00485,19-01-2026,04:28,13.101562,80.19919,Near Adambakkam,Road surface is damaged and needs attention,Tamil-English,Damaged_Manhole,High,Medium,Medium,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009141,RD_00868,21-08-2026,00:51,13.099143,80.286049,Near Adambakkam,Several potholes visible on the carriageway,Tamil-English,Pothole,Critical,,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009142,RD_00814,30-01-2026,08:04,13.119999,80.299931,Near Ambattur,Road surface is damaged and needs attention,English,Missing_Road_Marking,Medium,Low,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009143,RD_00533,01-07-2026,17:26,13.023259,80.169583,Near Nungambakkam,Poor restoration after road cutting has created a depression,English,Poor_Restoration,Medium,Medium,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009144,RD_00828,17-07-2026,15:03,12.978957,80.286522,Near Taramani,Unsafe road condition reported by residents,English,Obstruction,Medium,High,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009145,RD_00589,14-05-2026,16:33,12.933134,80.283325,Near Velachery,Unsafe road condition reported by residents,Tamil,Missing_Road_Marking,High,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009146,RD_00841,14-02-2026,19:42,12.962569,80.202526,Near Thoraipakkam,Road surface is damaged and needs attention,Tamil-English,Edge_Cracking,Low,High,Medium,No,No,No,No,Resolved,GCC Roads,20-02-2026,Resurfacing,,legacy_record
CMP_009147,RD_00840,06-05-2026,08:57,12.9047,80.23272,Near Pallikaranai,Unsafe road condition reported by residents,Tamil,Road_Work_Incomplete,Medium,Low,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009148,RD_00419,12-04-2026,17:51,13.048063,80.175135,Near Anna Nagar,Road defect requires inspection and repair,Tamil-English,Alligator_Cracking,Low,Medium,Low,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_009149,RD_00142,02-05-2026,03:28,13.109865,80.270504,Near Guindy,Road drainage is not functioning properly,English,Drainage_Failure,Low,,High,No,No,No,No,Resolved,GCC Roads,23-05-2026,Resurfacing,,legacy_record
CMP_009150,RD_00008,07-02-2026,06:09,13.082704,80.265514,Near Porur,Unsafe road condition reported by residents,Tamil-English,Road_Surface_Deterioration,High,Severe,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009151,RD_00455,28-08-2026,07:47,12.902484,80.259845,Near T Nagar,Road condition is worsening at this location,Tamil,Construction_Debris,High,Low,Critical,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009152,RD_00602,23-04-2026,01:10,13.004119,80.188315,Near Guindy,Road condition is worsening at this location,Tamil-English,Subsidence,High,Low,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_009153,RD_00278,03-01-2026,21:08,13.000079,80.196012,Near Medavakkam,Damaged section is affecting normal traffic,English,Damaged_Signage,Medium,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_009154,RD_00147,30-07-2026,15:54,13.04317,80.15541,Near Medavakkam,Road defect requires inspection and repair,Tamil,Other,High,Low,Medium,No,No,No,Yes,Resolved,GCC Roads,06-08-2026,Resurfacing,,legacy_record
CMP_009155,RD_00191,26-02-2026,04:57,12.974567,80.234188,Near Perungudi,Several potholes visible on the carriageway,Tamil-English,Pothole,Low,High,Medium,No,Yes,No,No,Open,GCC Roads,,,,legacy_record
