event_id,road_segment_id,event_date,event_type,department,contractor,work_description,work_status,start_date,completion_date,reference_number,estimated_cost,road_cutting,restoration_required,restoration_completed,notes
EVT_000897,RD_00298,30-08-2026,Road_Repair,GCC Roads,Contractor_01,Surface repair and maintenance,Completed,30-08-2026,01-09-2026,GCC/ROAD/2026/8000,267304,No,No,N/A,Synthetic prototype intervention record
EVT_000898,RD_00192,14-04-2026,Utility_Excavation,Other Utility Agency,Contractor_16,Utility excavation and restoration,Completed,14-04-2026,15-04-2026,GCC/ROAD/2026/8395,668173,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000899,RD_00214,10-06-2026,Utility_Excavation,Chennai Metro Water,Contractor_20,Surface repair and maintenance,Completed,10-06-2026,16-06-2026,GCC/ROAD/2026/2166,520377,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000900,RD_00235,22-08-2026,Construction,Chennai Metro Water,Contractor_21,Drainage maintenance,Completed,22-08-2026,28-08-2026,GCC/ROAD/2026/1103,361482,No,No,N/A,Synthetic prototype intervention record
EVT_000901,RD_00198,22-04-2026,Resurfacing,GCC Roads,Contractor_22,Pothole filling,Completed,22-04-2026,06-05-2026,GCC/ROAD/2026/7466,658563,No,No,N/A,Synthetic prototype intervention record
EVT_000902,RD_00619,08-06-2026,Road_Repair,GCC Roads,Contractor_07,Road resurfacing,Completed,08-06-2026,18-06-2026,GCC/ROAD/2026/7832,729726,No,No,N/A,Synthetic prototype intervention record
EVT_000903,RD_00394,17-08-2026,Pothole_Repair,GCC Roads,Contractor_06,Utility excavation and restoration,Completed,17-08-2026,26-08-2026,GCC/ROAD/2026/1379,44247,No,No,N/A,Synthetic prototype intervention record
EVT_000904,RD_00250,13-08-2026,Road_Repair,GCC Roads,Contractor_14,Pothole filling,Completed,13-08-2026,20-08-2026,GCC/ROAD/2026/2302,475071,No,No,N/A,Synthetic prototype intervention record
EVT_000905,RD_00530,29-04-2026,Resurfacing,GCC Roads,Contractor_10,Surface repair and maintenance,Completed,29-04-2026,09-05-2026,GCC/ROAD/2026/6250,366332,No,No,N/A,Synthetic prototype intervention record
EVT_000906,RD_00653,19-05-2026,Road_Restoration,Other Utility Agency,Contractor_21,Pothole filling,Completed,19-05-2026,30-05-2026,GCC/ROAD/2026/5461,294550,No,No,N/A,Synthetic prototype intervention record
EVT_000907,RD_00199,11-01-2026,Drainage_Work,Other Utility Agency,Contractor_06,Utility excavation and restoration,Completed,11-01-2026,22-01-2026,GCC/ROAD/2026/6964,662768,No,No,N/A,Synthetic prototype intervention record
EVT_000908,RD_00231,26-05-2026,Construction,TANGEDCO,Contractor_08,Road resurfacing,Completed,26-05-2026,09-06-2026,GCC/ROAD/2026/8392,648860,No,No,N/A,Synthetic prototype intervention record
EVT_000909,RD_00116,07-02-2026,Pothole_Repair,GCC Roads,Contractor_03,Pothole filling,Completed,07-02-2026,19-02-2026,GCC/ROAD/2026/2433,637979,No,No,N/A,Synthetic prototype intervention record
EVT_000910,RD_00870,10-06-2026,Drainage_Work,Chennai Metro Water,Contractor_07,Emergency road repair,Completed,10-06-2026,19-06-2026,GCC/ROAD/2026/8990,659586,No,No,N/A,Synthetic prototype intervention record
EVT_000911,RD_00989,07-03-2026,Road_Restoration,Telecom Utility,Contractor_02,Pothole filling,Completed,07-03-2026,08-03-2026,GCC/ROAD/2026/5520,580285,No,No,N/A,Synthetic prototype intervention record
EVT_000912,RD_00554,08-08-2026,Road_Restoration,Telecom Utility,Contractor_05,Road resurfacing,Completed,08-08-2026,11-08-2026,GCC/ROAD/2026/6425,403207,No,No,N/A,Synthetic prototype intervention record
EVT_000913,RD_00119,12-08-2026,Resurfacing,GCC Roads,Contractor_28,Drainage maintenance,Completed,12-08-2026,19-08-2026,GCC/ROAD/2026/7359,155791,No,No,N/A,Synthetic prototype intervention record
EVT_000914,RD_00235,08-07-2026,Utility_Excavation,TANGEDCO,Contractor_14,Utility excavation and restoration,Completed,08-07-2026,14-07-2026,GCC/ROAD/2026/1216,96439,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000915,RD_00669,29-03-2026,Construction,Telecom Utility,Contractor_08,Emergency road repair,Completed,29-03-2026,01-04-2026,GCC/ROAD/2026/2041,111045,No,No,N/A,Synthetic prototype intervention record
EVT_000916,RD_00450,11-07-2026,Pothole_Repair,GCC Roads,Contractor_28,Pothole filling,Completed,11-07-2026,12-07-2026,GCC/ROAD/2026/3144,436679,No,No,N/A,Synthetic prototype intervention record
EVT_000917,RD_00729,09-05-2026,Road_Restoration,Telecom Utility,Contractor_04,Emergency road repair,Completed,09-05-2026,19-05-2026,GCC/ROAD/2026/5178,333101,No,No,N/A,Synthetic prototype intervention record
EVT_000918,RD_00476,07-07-2026,Drainage_Work,Chennai Metro Water,Contractor_25,Pothole filling,Completed,07-07-2026,12-07-2026,GCC/ROAD/2026/9878,530020,No,No,N/A,Synthetic prototype intervention record
EVT_000919,RD_00249,02-03-2026,Utility_Excavation,TANGEDCO,Contractor_23,Road resurfacing,Completed,02-03-2026,15-03-2026,GCC/ROAD/2026/7257,458680,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000920,RD_00945,23-08-2026,Road_Restoration,Telecom Utility,Contractor_06,Emergency road repair,Completed,23-08-2026,05-09-2026,GCC/ROAD/2026/5865,117433,No,No,N/A,Synthetic prototype intervention record
EVT_000921,RD_00949,18-03-2026,Road_Restoration,Other Utility Agency,Contractor_27,Drainage maintenance,Completed,18-03-2026,24-03-2026,GCC/ROAD/2026/8480,378236,No,No,N/A,Synthetic prototype intervention record
EVT_000922,RD_00321,19-03-2026,Resurfacing,GCC Roads,Contractor_10,Pothole filling,Completed,19-03-2026,24-03-2026,GCC/ROAD/2026/1868,582117,No,No,N/A,Synthetic prototype intervention record
EVT_000923,RD_00681,06-02-2026,Pothole_Repair,GCC Roads,Contractor_23,Utility excavation and restoration,Completed,06-02-2026,16-02-2026,GCC/ROAD/2026/8095,302955,No,No,N/A,Synthetic prototype intervention record
EVT_000924,RD_00919,03-08-2026,Road_Repair,GCC Roads,Contractor_20,Pothole filling,Completed,03-08-2026,10-08-2026,GCC/ROAD/2026/1792,300029,No,No,N/A,Synthetic prototype intervention record
EVT_000925,RD_00935,11-07-2026,Emergency_Repair,GCC Roads,Contractor_15,Surface repair and maintenance,Completed,11-07-2026,16-07-2026,GCC/ROAD/2026/8067,666938,No,No,N/A,Synthetic prototype intervention record
EVT_000926,RD_00047,03-01-2026,Pothole_Repair,GCC Roads,Contractor_16,Surface repair and maintenance,Completed,03-01-2026,17-01-2026,GCC/ROAD/2026/9792,500032,No,No,N/A,Synthetic prototype intervention record
EVT_000927,RD_00750,07-02-2026,Resurfacing,GCC Roads,Contractor_11,Road resurfacing,Completed,07-02-2026,18-02-2026,GCC/ROAD/2026/2334,311626,No,No,N/A,Synthetic prototype intervention record
EVT_000928,RD_00600,13-06-2026,Drainage_Work,Telecom Utility,Contractor_08,Utility excavation and restoration,Completed,13-06-2026,27-06-2026,GCC/ROAD/2026/9493,153429,No,No,N/A,Synthetic prototype intervention record
EVT_000929,RD_00581,02-03-2026,Road_Repair,GCC Roads,Contractor_11,Pothole filling,Completed,02-03-2026,15-03-2026,GCC/ROAD/2026/9278,31936,No,No,N/A,Synthetic prototype intervention record
EVT_000930,RD_00293,15-05-2026,Drainage_Work,Chennai Metro Water,Contractor_02,Pothole filling,Completed,15-05-2026,25-05-2026,GCC/ROAD/2026/3130,26246,No,No,N/A,Synthetic prototype intervention record
EVT_000931,RD_00097,23-05-2026,Road_Cutting,Telecom Utility,Contractor_14,Surface repair and maintenance,Completed,23-05-2026,02-06-2026,GCC/ROAD/2026/3986,355499,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000932,RD_00183,09-05-2026,Utility_Excavation,Chennai Metro Water,Contractor_08,Emergency road repair,Completed,09-05-2026,13-05-2026,GCC/ROAD/2026/8950,503530,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000933,RD_00401,17-01-2026,Road_Cutting,TANGEDCO,Contractor_20,Pothole filling,Completed,17-01-2026,25-01-2026,GCC/ROAD/2026/1342,421458,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000934,RD_00143,31-03-2026,Resurfacing,GCC Roads,Contractor_27,Drainage maintenance,Completed,31-03-2026,09-04-2026,GCC/ROAD/2026/3195,436950,No,No,N/A,Synthetic prototype intervention record
EVT_000935,RD_00737,10-04-2026,Road_Restoration,Chennai Metro Water,Contractor_06,Road resurfacing,Completed,10-04-2026,17-04-2026,GCC/ROAD/2026/9417,168987,No,No,N/A,Synthetic prototype intervention record
EVT_000936,RD_00902,14-03-2026,Drainage_Work,Other Utility Agency,Contractor_29,Emergency road repair,Completed,14-03-2026,19-03-2026,GCC/ROAD/2026/2427,188810,No,No,N/A,Synthetic prototype intervention record
EVT_000937,RD_00380,06-08-2026,Resurfacing,GCC Roads,Contractor_10,Drainage maintenance,Completed,06-08-2026,18-08-2026,GCC/ROAD/2026/7313,236250,No,No,N/A,Synthetic prototype intervention record
EVT_000938,RD_00238,01-07-2026,Resurfacing,GCC Roads,Contractor_29,Drainage maintenance,Completed,01-07-2026,08-07-2026,GCC/ROAD/2026/1845,76109,No,No,N/A,Synthetic prototype intervention record
EVT_000939,RD_00207,23-01-2026,Utility_Excavation,Telecom Utility,Contractor_18,Pothole filling,Completed,23-01-2026,01-02-2026,GCC/ROAD/2026/3870,647752,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000940,RD_00052,09-05-2026,Utility_Excavation,Telecom Utility,Contractor_13,Drainage maintenance,Completed,09-05-2026,21-05-2026,GCC/ROAD/2026/4861,104226,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000941,RD_00699,11-02-2026,Road_Repair,GCC Roads,Contractor_12,Surface repair and maintenance,Completed,11-02-2026,23-02-2026,GCC/ROAD/2026/2795,342570,No,No,N/A,Synthetic prototype intervention record
EVT_000942,RD_00574,07-05-2026,Road_Repair,GCC Roads,Contractor_06,Emergency road repair,Completed,07-05-2026,12-05-2026,GCC/ROAD/2026/7564,115594,No,No,N/A,Synthetic prototype intervention record
EVT_000943,RD_00789,15-07-2026,Pothole_Repair,GCC Roads,Contractor_02,Surface repair and maintenance,Completed,15-07-2026,29-07-2026,GCC/ROAD/2026/2640,530822,No,No,N/A,Synthetic prototype intervention record
EVT_000944,RD_00379,20-06-2026,Resurfacing,GCC Roads,Contractor_02,Drainage maintenance,Completed,20-06-2026,30-06-2026,GCC/ROAD/2026/7728,157297,No,No,N/A,Synthetic prototype intervention record
EVT_000945,RD_00987,31-08-2026,Utility_Work,Chennai Metro Water,Contractor_06,Pothole filling,Completed,31-08-2026,10-09-2026,GCC/ROAD/2026/7481,397090,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000946,RD_00025,05-07-2026,Utility_Work,Telecom Utility,Contractor_08,Road resurfacing,Completed,05-07-2026,18-07-2026,GCC/ROAD/2026/1811,172547,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000947,RD_00431,14-04-2026,Road_Restoration,TANGEDCO,Contractor_23,Pothole filling,Completed,14-04-2026,26-04-2026,GCC/ROAD/2026/8569,59350,No,No,N/A,Synthetic prototype intervention record
EVT_000948,RD_00632,15-08-2026,Road_Repair,GCC Roads,Contractor_14,Emergency road repair,Completed,15-08-2026,17-08-2026,GCC/ROAD/2026/5791,154447,No,No,N/A,Synthetic prototype intervention record
EVT_000949,RD_00406,08-01-2026,Utility_Work,Chennai Metro Water,Contractor_30,Surface repair and maintenance,Completed,08-01-2026,15-01-2026,GCC/ROAD/2026/4797,317197,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000950,RD_00933,14-03-2026,Drainage_Work,Chennai Metro Water,Contractor_02,Surface repair and maintenance,Completed,14-03-2026,15-03-2026,GCC/ROAD/2026/9210,220809,No,No,N/A,Synthetic prototype intervention record
EVT_000951,RD_00255,07-04-2026,Emergency_Repair,GCC Roads,Contractor_17,Drainage maintenance,Completed,07-04-2026,09-04-2026,GCC/ROAD/2026/1884,558454,No,No,N/A,Synthetic prototype intervention record
EVT_000952,RD_00740,14-02-2026,Pothole_Repair,GCC Roads,Contractor_26,Emergency road repair,Completed,14-02-2026,25-02-2026,GCC/ROAD/2026/7656,661193,No,No,N/A,Synthetic prototype intervention record
EVT_000953,RD_00096,17-01-2026,Road_Cutting,Telecom Utility,Contractor_22,Drainage maintenance,Completed,17-01-2026,20-01-2026,GCC/ROAD/2026/9136,104519,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000954,RD_00465,03-05-2026,Resurfacing,GCC Roads,Contractor_16,Road resurfacing,Completed,03-05-2026,14-05-2026,GCC/ROAD/2026/8455,556764,No,No,N/A,Synthetic prototype intervention record
EVT_000955,RD_00832,04-06-2026,Road_Repair,GCC Roads,Contractor_22,Utility excavation and restoration,Completed,04-06-2026,18-06-2026,GCC/ROAD/2026/7541,75403,No,No,N/A,Synthetic prototype intervention record
EVT_000956,RD_00863,22-08-2026,Road_Repair,GCC Roads,Contractor_22,Road resurfacing,Completed,22-08-2026,04-09-2026,GCC/ROAD/2026/4096,290915,No,No,N/A,Synthetic prototype intervention record
EVT_000957,RD_00846,22-04-2026,Pothole_Repair,GCC Roads,Contractor_11,Drainage maintenance,Completed,22-04-2026,25-04-2026,GCC/ROAD/2026/7622,379143,No,No,N/A,Synthetic prototype intervention record
EVT_000958,RD_00855,01-08-2026,Road_Repair,GCC Roads,Contractor_29,Surface repair and maintenance,Completed,01-08-2026,11-08-2026,GCC/ROAD/2026/4772,338231,No,No,N/A,Synthetic prototype intervention record
EVT_000959,RD_00961,10-01-2026,Road_Restoration,TANGEDCO,Contractor_06,Road resurfacing,Completed,10-01-2026,14-01-2026,GCC/ROAD/2026/6231,741733,No,No,N/A,Synthetic prototype intervention record
EVT_000960,RD_00301,18-03-2026,Utility_Work,Other Utility Agency,Contractor_29,Utility excavation and restoration,Completed,18-03-2026,31-03-2026,GCC/ROAD/2026/6142,559636,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000961,RD_00707,17-01-2026,Road_Repair,GCC Roads,Contractor_17,Utility excavation and restoration,Completed,17-01-2026,20-01-2026,GCC/ROAD/2026/1144,469468,No,No,N/A,Synthetic prototype intervention record
EVT_000962,RD_00403,03-08-2026,Road_Repair,GCC Roads,Contractor_30,Road resurfacing,Completed,03-08-2026,17-08-2026,GCC/ROAD/2026/6536,51682,No,No,N/A,Synthetic prototype intervention record
EVT_000963,RD_00587,12-02-2026,Utility_Excavation,Other Utility Agency,Contractor_24,Utility excavation and restoration,Completed,12-02-2026,20-02-2026,GCC/ROAD/2026/4135,275170,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000964,RD_00025,02-08-2026,Resurfacing,GCC Roads,Contractor_20,Road resurfacing,Completed,02-08-2026,14-08-2026,GCC/ROAD/2026/3219,469407,No,No,N/A,Synthetic prototype intervention record
EVT_000965,RD_00788,04-01-2026,Road_Restoration,Other Utility Agency,Contractor_07,Pothole filling,Completed,04-01-2026,14-01-2026,GCC/ROAD/2026/5551,664926,No,No,N/A,Synthetic prototype intervention record
EVT_000966,RD_00159,23-08-2026,Utility_Work,TANGEDCO,Contractor_15,Emergency road repair,Completed,23-08-2026,01-09-2026,GCC/ROAD/2026/9793,170217,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000967,RD_00183,30-06-2026,Resurfacing,GCC Roads,Contractor_02,Drainage maintenance,Completed,30-06-2026,04-07-2026,GCC/ROAD/2026/3793,689154,No,No,N/A,Synthetic prototype intervention record
EVT_000968,RD_00546,14-07-2026,Utility_Excavation,Chennai Metro Water,Contractor_07,Utility excavation and restoration,Completed,14-07-2026,16-07-2026,GCC/ROAD/2026/6274,330285,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000969,RD_00188,06-04-2026,Road_Cutting,Telecom Utility,Contractor_16,Emergency road repair,Completed,06-04-2026,16-04-2026,GCC/ROAD/2026/2507,448090,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000970,RD_00345,04-07-2026,Road_Repair,GCC Roads,Contractor_03,Drainage maintenance,Completed,04-07-2026,15-07-2026,GCC/ROAD/2026/3124,682892,No,No,N/A,Synthetic prototype intervention record
EVT_000971,RD_00664,02-02-2026,Emergency_Repair,GCC Roads,Contractor_11,Surface repair and maintenance,Completed,02-02-2026,07-02-2026,GCC/ROAD/2026/4056,347472,No,No,N/A,Synthetic prototype intervention record
EVT_000972,RD_00898,18-03-2026,Pothole_Repair,GCC Roads,Contractor_23,Pothole filling,Completed,18-03-2026,28-03-2026,GCC/ROAD/2026/5705,66541,No,No,N/A,Synthetic prototype intervention record
EVT_000973,RD_00165,24-02-2026,Resurfacing,GCC Roads,Contractor_29,Pothole filling,Completed,24-02-2026,26-02-2026,GCC/ROAD/2026/7547,716797,No,No,N/A,Synthetic prototype intervention record
EVT_000974,RD_00825,01-04-2026,Resurfacing,GCC Roads,Contractor_03,Surface repair and maintenance,Completed,01-04-2026,07-04-2026,GCC/ROAD/2026/5680,327393,No,No,N/A,Synthetic prototype intervention record
EVT_000975,RD_00292,06-06-2026,Road_Repair,GCC Roads,Contractor_27,Drainage maintenance,Completed,06-06-2026,16-06-2026,GCC/ROAD/2026/8357,471775,No,No,N/A,Synthetic prototype intervention record
EVT_000976,RD_00591,14-03-2026,Utility_Work,Other Utility Agency,Contractor_08,Emergency road repair,Completed,14-03-2026,26-03-2026,GCC/ROAD/2026/6328,545573,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000977,RD_00206,31-03-2026,Road_Repair,GCC Roads,Contractor_21,Drainage maintenance,Completed,31-03-2026,04-04-2026,GCC/ROAD/2026/7521,121077,No,No,N/A,Synthetic prototype intervention record
EVT_000978,RD_00489,01-08-2026,Utility_Work,TANGEDCO,Contractor_03,Emergency road repair,Completed,01-08-2026,06-08-2026,GCC/ROAD/2026/3428,153820,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000979,RD_00735,28-07-2026,Resurfacing,GCC Roads,Contractor_04,Pothole filling,Completed,28-07-2026,02-08-2026,GCC/ROAD/2026/8290,624062,No,No,N/A,Synthetic prototype intervention record
EVT_000980,RD_00467,19-04-2026,Utility_Excavation,Chennai Metro Water,Contractor_06,Drainage maintenance,Completed,19-04-2026,26-04-2026,GCC/ROAD/2026/1372,666165,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000981,RD_00356,28-03-2026,Emergency_Repair,GCC Roads,Contractor_09,Road resurfacing,Completed,28-03-2026,04-04-2026,GCC/ROAD/2026/9487,542376,No,No,N/A,Synthetic prototype intervention record
EVT_000982,RD_00229,22-04-2026,Utility_Excavation,Chennai Metro Water,Contractor_28,Pothole filling,Completed,22-04-2026,30-04-2026,GCC/ROAD/2026/8487,69365,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000983,RD_00211,20-01-2026,Emergency_Repair,GCC Roads,Contractor_24,Surface repair and maintenance,Completed,20-01-2026,03-02-2026,GCC/ROAD/2026/2894,191643,No,No,N/A,Synthetic prototype intervention record
EVT_000984,RD_00470,07-02-2026,Road_Restoration,Chennai Metro Water,Contractor_06,Surface repair and maintenance,Completed,07-02-2026,15-02-2026,GCC/ROAD/2026/2196,219484,No,No,N/A,Synthetic prototype intervention record
EVT_000985,RD_00092,30-03-2026,Resurfacing,GCC Roads,Contractor_27,Road resurfacing,Completed,30-03-2026,12-04-2026,GCC/ROAD/2026/5229,419292,No,No,N/A,Synthetic prototype intervention record
EVT_000986,RD_00236,01-07-2026,Resurfacing,GCC Roads,Contractor_04,Drainage maintenance,Completed,01-07-2026,07-07-2026,GCC/ROAD/2026/6019,207274,No,No,N/A,Synthetic prototype intervention record
EVT_000987,RD_00482,02-01-2026,Drainage_Work,Other Utility Agency,Contractor_29,Pothole filling,Completed,02-01-2026,09-01-2026,GCC/ROAD/2026/3459,464984,No,No,N/A,Synthetic prototype intervention record
EVT_000988,RD_00952,01-05-2026,Utility_Work,Other Utility Agency,Contractor_29,Pothole filling,Completed,01-05-2026,10-05-2026,GCC/ROAD/2026/7267,401363,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000989,RD_00583,29-06-2026,Resurfacing,GCC Roads,Contractor_02,Road resurfacing,Completed,29-06-2026,10-07-2026,GCC/ROAD/2026/3453,224309,No,No,N/A,Synthetic prototype intervention record
EVT_000990,RD_00818,10-01-2026,Road_Repair,GCC Roads,Contractor_09,Surface repair and maintenance,Completed,10-01-2026,22-01-2026,GCC/ROAD/2026/9334,252045,No,No,N/A,Synthetic prototype intervention record
EVT_000991,RD_00340,01-04-2026,Utility_Excavation,Other Utility Agency,Contractor_11,Emergency road repair,Completed,01-04-2026,15-04-2026,GCC/ROAD/2026/3800,83056,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000992,RD_00909,10-06-2026,Utility_Excavation,Telecom Utility,Contractor_09,Emergency road repair,Completed,10-06-2026,24-06-2026,GCC/ROAD/2026/2919,295319,Yes,Yes,No,Synthetic prototype intervention record
EVT_000993,RD_00879,15-08-2026,Road_Repair,GCC Roads,Contractor_18,Surface repair and maintenance,Completed,15-08-2026,25-08-2026,GCC/ROAD/2026/4656,38238,No,No,N/A,Synthetic prototype intervention record
EVT_000994,RD_00699,07-07-2026,Road_Repair,GCC Roads,Contractor_15,Road resurfacing,Completed,07-07-2026,20-07-2026,GCC/ROAD/2026/7132,688889,No,No,N/A,Synthetic prototype intervention record
EVT_000995,RD_00882,19-03-2026,Drainage_Work,Chennai Metro Water,Contractor_20,Utility excavation and restoration,Completed,19-03-2026,25-03-2026,GCC/ROAD/2026/7636,463269,No,No,N/A,Synthetic prototype intervention record
EVT_000996,RD_00792,25-08-2026,Road_Repair,GCC Roads,Contractor_02,Surface repair and maintenance,Completed,25-08-2026,26-08-2026,GCC/ROAD/2026/5177,329496,No,No,N/A,Synthetic prototype intervention record
EVT_000997,RD_00773,22-06-2026,Construction,Other Utility Agency,Contractor_28,Pothole filling,Completed,22-06-2026,30-06-2026,GCC/ROAD/2026/1306,544226,No,No,N/A,Synthetic prototype intervention record
EVT_000998,RD_00178,25-02-2026,Road_Repair,GCC Roads,Contractor_26,Road resurfacing,Completed,25-02-2026,09-03-2026,GCC/ROAD/2026/8144,380947,No,No,N/A,Synthetic prototype intervention record
EVT_000999,RD_00832,03-03-2026,Pothole_Repair,GCC Roads,Contractor_24,Pothole filling,Completed,03-03-2026,12-03-2026,GCC/ROAD/2026/4477,596027,No,No,N/A,Synthetic prototype intervention record
EVT_001000,RD_00241,22-06-2026,Resurfacing,GCC Roads,Contractor_17,Utility excavation and restoration,Completed,22-06-2026,25-06-2026,GCC/ROAD/2026/4287,70186,No,No,N/A,Synthetic prototype intervention record
EVT_001001,RD_00713,18-06-2026,Pothole_Repair,GCC Roads,Contractor_27,Utility excavation and restoration,Completed,18-06-2026,21-06-2026,GCC/ROAD/2026/6025,68407,No,No,N/A,Synthetic prototype intervention record
EVT_001002,RD_00344,10-04-2026,Road_Cutting,Other Utility Agency,Contractor_09,Utility excavation and restoration,Completed,10-04-2026,23-04-2026,GCC/ROAD/2026/9988,335975,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_001003,RD_00059,29-06-2026,Road_Repair,GCC Roads,Contractor_17,Emergency road repair,Completed,29-06-2026,11-07-2026,GCC/ROAD/2026/1744,491497,No,No,N/A,Synthetic prototype intervention record
EVT_001004,RD_00988,22-03-2026,Road_Repair,GCC Roads,Contractor_09,Utility excavation and restoration,Completed,22-03-2026,05-04-2026,GCC/ROAD/2026/2743,502448,No,No,N/A,Synthetic prototype intervention record
EVT_001005,RD_00072,30-05-2026,Road_Cutting,Telecom Utility,Contractor_04,Surface repair and maintenance,Completed,30-05-2026,04-06-2026,GCC/ROAD/2026/2738,657306,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_001006,RD_00561,02-02-2026,Drainage_Work,TANGEDCO,Contractor_30,Drainage maintenance,Completed,02-02-2026,12-02-2026,GCC/ROAD/2026/3868,193143,No,No,N/A,Synthetic prototype intervention record
EVT_001007,RD_00141,06-02-2026,Pothole_Repair,GCC Roads,Contractor_06,Pothole filling,Completed,06-02-2026,07-02-2026,GCC/ROAD/2026/2189,148905,No,No,N/A,Synthetic prototype intervention record
EVT_001008,RD_00803,21-04-2026,Road_Restoration,Other Utility Agency,Contractor_05,Road resurfacing,Completed,21-04-2026,27-04-2026,GCC/ROAD/2026/2256,465927,No,No,N/A,Synthetic prototype intervention record
EVT_001009,RD_00127,12-04-2026,Resurfacing,GCC Roads,Contractor_21,Road resurfacing,Completed,12-04-2026,17-04-2026,GCC/ROAD/2026/3926,261162,No,No,N/A,Synthetic prototype intervention record
EVT_001010,RD_00854,18-02-2026,Road_Repair,GCC Roads,Contractor_13,Surface repair and maintenance,Completed,18-02-2026,27-02-2026,GCC/ROAD/2026/6768,240462,No,No,N/A,Synthetic prototype intervention record
EVT_001011,RD_00278,10-04-2026,Road_Repair,GCC Roads,Contractor_28,Surface repair and maintenance,Completed,10-04-2026,19-04-2026,GCC/ROAD/2026/1946,62639,No,No,N/A,Synthetic prototype intervention record
EVT_001012,RD_00555,07-04-2026,Pothole_Repair,GCC Roads,Contractor_29,Drainage maintenance,Completed,07-04-2026,17-04-2026,GCC/ROAD/2026/6503,593235,No,No,N/A,Synthetic prototype intervention record
EVT_001013,RD_00089,03-02-2026,Resurfacing,GCC Roads,Contractor_12,Drainage maintenance,Completed,03-02-2026,13-02-2026,GCC/ROAD/2026/6469,472928,No,No,N/A,Synthetic prototype intervention record
EVT_001014,RD_00603,12-06-2026,Road_Restoration,Chennai Metro Water,Contractor_04,Drainage maintenance,Completed,12-06-2026,18-06-2026,GCC/ROAD/2026/7446,276160,No,No,N/A,Synthetic prototype intervention record
EVT_001015,RD_00130,17-05-2026,Construction,Chennai Metro Water,Contractor_14,Surface repair and maintenance,Completed,17-05-2026,29-05-2026,GCC/ROAD/2026/6767,554700,No,No,N/A,Synthetic prototype intervention record
EVT_001016,RD_00689,18-05-2026,Construction,Chennai Metro Water,Contractor_04,Pothole filling,Completed,18-05-2026,26-05-2026,GCC/ROAD/2026/7747,66105,No,No,N/A,Synthetic prototype intervention record
EVT_001017,RD_00680,28-01-2026,Construction,TANGEDCO,Contractor_06,Utility excavation and restoration,Completed,28-01-2026,07-02-2026,GCC/ROAD/2026/7073,550100,No,No,N/A,Synthetic prototype intervention record
EVT_001018,RD_00032,25-01-2026,Road_Cutting,TANGEDCO,Contractor_27,Surface repair and maintenance,Completed,25-01-2026,31-01-2026,GCC/ROAD/2026/3575,340127,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_001019,RD_00112,26-08-2026,Resurfacing,GCC Roads,Contractor_04,Utility excavation and restoration,Completed,26-08-2026,27-08-2026,GCC/ROAD/2026/9105,206637,No,No,N/A,Synthetic prototype intervention record
EVT_001020,RD_00222,03-01-2026,Drainage_Work,TANGEDCO,Contractor_20,Pothole filling,Completed,03-01-2026,04-01-2026,GCC/ROAD/2026/4389,72656,No,No,N/A,Synthetic prototype intervention record
EVT_001021,RD_00633,14-01-2026,Emergency_Repair,GCC Roads,Contractor_22,Road resurfacing,Completed,14-01-2026,28-01-2026,GCC/ROAD/2026/6425,437039,No,No,N/A,Synthetic prototype intervention record
EVT_001022,RD_00509,24-02-2026,Emergency_Repair,GCC Roads,Contractor_22,Pothole filling,Completed,24-02-2026,10-03-2026,GCC/ROAD/2026/6788,178713,No,No,N/A,Synthetic prototype intervention record
EVT_001023,RD_00872,29-06-2026,Road_Restoration,Telecom Utility,Contractor_04,Surface repair and maintenance,Completed,29-06-2026,01-07-2026,GCC/ROAD/2026/3261,91267,No,No,N/A,Synthetic prototype intervention record
